Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Money and the Law: Why Comply with the Public International Law of Money [article],"Simmons, Beth A. (Cited 97 times)",4166,"Yale Journal of International Law, Vol. 25, Issue 2 (Summer 2000), pp. 323-362",25 Yale J. Int'l L. 323 (2000),34,na,29,na
Power Plays and Capacity Constraints: The Selection of Defendants in World Trade Organization Disputes [article],"Guzman, Andrew T. (Cited 2035 times); Simmons, Beth A. (Cited 97 times)",4166,"Journal of Legal Studies, Vol. 34, Issue 2 (June 2005), pp. 557-598",34 J. Legal Stud. 557 (2005),25,na,10,na
To Settle or Empanel - An Empirical Analysis of Litigation and Settlement at the World Trade Organization [article],"Guzman, Andrew (Cited 82 times); Simmons, Beth A. (Cited 97 times)",4166,"Journal of Legal Studies, Vol. 31, Issue 1 - Part 2 (January 2002), pp. S205-S236",na,14,na,6,na
"Ratification, Reporting, and Rights: Quality of Participation in the Convention against Torture [article]","Creamer, Cosette D. (Cited 16 times); Simmons, Beth A. (Cited 97 times)",4166,"Human Rights Quarterly, Vol. 37, Issue 3 (August 2015), pp. 579-608",37 Hum. Rts. Q. 579 (2015),7,na,62,na
International Law and International Relations: Scholarship at the Intersection of Principles and Politics [article],"Simmons, Beth A. (Cited 97 times)",4166,"American Society of International Law Proceedings, Vol. 95, pp. 271-279",95 Am. Soc'y Int'l L. Proc. 271 (2001),5,na,14,na
"Bargaining over BITs, Arbitrating Awards: The Regime for Protection and Promotion of International Investment [article]","Simmons, Beth A. (Cited 97 times)",4166,"World Politics, Vol. 66, Issue 1 (January 2014), pp. 12-46",na,5,na,38,na
The Empirical Turn in International Economic Law [article],"Simmons, Beth A. (Cited 97 times); Briedenbach, Andrew B. (Cited 4 times)",4166,"Minnesota Journal of International Law, Vol. 20, Issue 2 (Summer 2011), pp. 198-222",20 Minn. J. Int'l L. 198 (2011),4,na,11,na
Reflections on Mobilizing for Human Rights [article],"Simmons, Beth A. (Cited 97 times)",4166,"New York University Journal of International Law and Politics, Vol. 44, Issue 3 (Spring 2012), pp. 729-750",na,2,na,43,na
Why Innovate? Founding the Bank for International Settlements [article],"Simmons, Beth A. (Cited 97 times)",4166,"World Politics, Vol. 45, Issue 3 (April 1993), pp. 361-405",45 World Pol. 361 (1992-1993),1,na,11,na
"Making Human Rights a Reality, by Emilie M. Hafner-Burton [reviews]","Simmons, Beth A. (Cited 97 times)",4166,"American Journal of International Law, Vol. 109, Issue 2 (April 2015), pp. 442-448",na,na,na,14,na
The Dynamic Impact of Periodic Review on Women's Rights [article],"Creamer, Cosette D. (Cited 16 times); Simmons, Beth A. (Cited 97 times)",4166,"Law and Contemporary Problems, Vol. 81, Issue 4 (2018), pp. 31-72",na,na,na,17,na
Should States Ratify - Process and Consequences of the Optional Protocol to the ICESCR [article],"Simmons, Beth A. (Cited 97 times)",4166,"Nordisk Tidsskrift for Menneskerettigheter, Vol. 27, Issue 1 (2009), pp. 64-81",27 Nordisk Tidsskrift for Menneskerettigheter 64 (2009),na,na,29,na
